abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section
,https://www.nytimes.com/1963/11/17/archives/jakarta-joins-korean-reds.html,,,2,The New York Times,[],[],1963-11-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/efe8f717-8af6-502d-862d-3d4e8e004ad8,0,nyt://article/efe8f717-8af6-502d-862d-3d4e8e004ad8,Jakarta Joins Korean Reds,1,,Jakarta Joins Korean Reds,,,,,[],,
,https://www.nytimes.com/1963/10/22/archives/south-korea-to-seat-park-as-president-in-december.html,,,15,The New York Times,[],[],1963-10-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/09b52342-c772-5066-ba97-ace2972c3d1b,0,nyt://article/09b52342-c772-5066-ba97-ace2972c3d1b,South Korea to Seat Park As President in December,1,,South Korea to Seat Park As President in December,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
,https://www.nytimes.com/1963/08/14/archives/wreckage-of-us-plane-found-in-south-korea.html,,,4,The New York Times,[],[],1963-08-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/a47ed66c-3c65-5949-bf3c-09dbda67f251,0,nyt://article/a47ed66c-3c65-5949-bf3c-09dbda67f251,Wreckage of U.S. Plane Found in South Korea,1,,Wreckage of U.S. Plane Found in South Korea,,,,,[],,
"Park appeals for popular support of treaty, radio s; Opposition leaders and about 300 coll students stage protest hunger strikes, Seoul",https://www.nytimes.com/1965/06/24/archives/park-calls-on-koreans-to-end-fears-of-japan.html,"Park appeals for popular support of treaty, radio s; Opposition leaders and about 300 coll students stage protest hunger strikes, Seoul",,13,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1965-06-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/694e2739-abde-50b7-87ee-fab7326b07cb,0,nyt://article/694e2739-abde-50b7-87ee-fab7326b07cb,Park Calls on Koreans To End Fears of Japan,,,Park Calls on Koreans To End Fears of Japan,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
J Bernstein sworn in as dir of program in SK,https://www.nytimes.com/1964/07/09/archives/aid-chief-to-korea-sworn.html,J Bernstein sworn in as dir of program in SK,"WASHINGTON, July 8 (AP) —Joel Bernstein, a longtime aid official, was sworn in today as the new director of the United States Economic Aid Program in South Korea. The 43‐year‐old Chicagoan will start work in Seoul on July 20. Mr. Bernstein has served for the last four years as director of the United States Aid Mission in Nigeria. In his 16 years with aid programs, he also has had assignments in Britain, France, Italy and Liberia.",19,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'INTERNATIONAL DEVELOPMENT, AGENCY FOR', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'BERNSTEIN, JOEL', 'rank': 3, 'major': 'N'}]",1964-07-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/679cf438-a78b-5b0f-9a31-fbded8aab47d,81,nyt://article/679cf438-a78b-5b0f-9a31-fbded8aab47d,Aid Chief to Korea Sworn,,,Aid Chief to Korea Sworn,,,,,[],,
Pres Park replaces Defense Min Kim Sung Eun with ex-Army C/S Choi Yung Hi; Govt aide says Kim Sung Eun resigned over Jan Communist incursion for which he assumed blame,https://www.nytimes.com/1968/02/28/archives/new-defense-minister-named-in-south-korea.html,Pres Park replaces Defense Min Kim Sung Eun with ex-Army C/S Choi Yung Hi; Govt aide says Kim Sung Eun resigned over Jan Communist incursion for which he assumed blame,,27,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'KIM SUNG EUN', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'CHOI YUNG HI', 'rank': 4, 'major': 'N'}]",1968-02-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/f35c3173-a982-5666-b957-aa42700d0e7a,0,nyt://article/f35c3173-a982-5666-b957-aa42700d0e7a,New Defense Minister Named in South Korea,,,New Defense Minister Named in South Korea,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"Hundreds of students clash with police, Seoul, in protest against plans to normalize ties with Japan; 1 student dies",https://www.nytimes.com/1965/04/16/archives/police-and-students-clash-in-renewed-korean-riots.html,"Hundreds of students clash with police, Seoul, in protest against plans to normalize ties with Japan; 1 student dies",,12,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1965-04-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/2296ab5f-2779-55f5-9c33-49e94ec5420c,0,nyt://article/2296ab5f-2779-55f5-9c33-49e94ec5420c,Police and Students Clash In Renewed Korean Riots,,,Police and Students Clash In Renewed Korean Riots,,,,,[],,
,https://www.nytimes.com/1962/04/01/archives/south-korea-is-beaten-by-japan-in-cup-tennis.html,,,190,The New York Times,[],[],1962-04-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/17994728-328c-52c3-9e87-14a8a064ba45,0,nyt://article/17994728-328c-52c3-9e87-14a8a064ba45,South Korea Is Beaten By Japan in Cup Tennis,1,,South Korea Is Beaten By Japan in Cup Tennis,,,,,[],,S
,https://www.nytimes.com/1962/11/25/archives/babcock-wilcox-making-boilers-for-korean-utility.html,,,194,The New York Times,[],[],1962-11-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/2d0ee077-57e6-5109-ada2-707e9c0fe57a,0,nyt://article/2d0ee077-57e6-5109-ada2-707e9c0fe57a,Babcock & Wilcox Making Boilers for Korean Utility,1,,Babcock & Wilcox Making Boilers for Korean Utility,,,,,[],,B
US soldiers in Korea on alert; illus,https://www.nytimes.com/1968/01/29/archives/tension-builds-among-gis-at-korean-buffer-line-tense-gis-wait-near.html,US soldiers in Korea on alert; illus,,1,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'PUEBLO INCIDENT', 'rank': 3, 'major': 'N'}]",1968-01-29T05:00:00+0000,article,None,Archives,Archives,nyt://article/c7d3ed42-3f83-5cc6-8771-9bbc05ad7dd6,0,nyt://article/c7d3ed42-3f83-5cc6-8771-9bbc05ad7dd6,Tension Builds Among G.I.'s at Korean Buffer Line; TENSE G.I.'S WAIT NEAR KOREAN LINE,,,Tension Builds Among G.I.'s at Korean Buffer Line; TENSE G.I.'S WAIT NEAR KOREAN LINE,,,,By Bernard Weinraubspecial To the New York Times,"[{'firstname': 'Bernard', 'middlename': 'Weinraubspecial', 'lastname': 'To', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
The Sahm Chun Li Dancers and Musicians of South Korea will tour the United States next under the auspices of the Asia Society of Performing Arts Program.  ,https://www.nytimes.com/1963/11/05/archives/korea-dance-group-to-tour-us-in-1964.html,,,23,The New York Times,[],[],1963-11-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/c321cbfd-2d06-523e-bb10-4c78d720e174,0,nyt://article/c321cbfd-2d06-523e-bb10-4c78d720e174,KOREA DANCE GROUP TO TOUR U.S. IN 1964,1,,KOREA DANCE GROUP TO TOUR U.S. IN 1964,,,,,[],,
"Police use clubs to halt anti-Govt rally, Taegu; many reptd injured",https://www.nytimes.com/1961/04/03/archives/korea-police-halt-antiseoul-rally.html,"Police use clubs to halt anti-Govt rally, Taegu; many reptd injured",,3,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1961-04-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/3df44064-858b-50c0-8183-cf92decaf028,0,nyt://article/3df44064-858b-50c0-8183-cf92decaf028,KOREA POLICE HALT ANTI-SEOUL RALLY,,,KOREA POLICE HALT ANTI-SEOUL RALLY,,,,,[],,
,https://www.nytimes.com/1963/08/08/archives/us-reports-no-activity-on-korean-armistice-line.html,,,3,The New York Times,[],[],1963-08-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/b720e11c-d210-5b11-a6f9-9c2e77722210,0,nyt://article/b720e11c-d210-5b11-a6f9-9c2e77722210,U.S. Reports No Activity On Korean Armistice Line,1,,U.S. Reports No Activity On Korean Armistice Line,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
,https://www.nytimes.com/1963/04/08/archives/korean-junta-lifts-its-ban-on-politics.html,,,14,The New York Times,[],[],1963-04-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/0e082fce-fd31-52b5-9949-1e08bbfc61fb,0,nyt://article/0e082fce-fd31-52b5-9949-1e08bbfc61fb,KOREAN JUNTA LIFTS ITS BAN ON POLITICS,1,,KOREAN JUNTA LIFTS ITS BAN ON POLITICS,,,,,[],,
"CAIRO, Nov. 16 (AP)&#8212;The United Arab Republic has announced that President Kim Du Bong of North Korea will pay &#8220;a friendly visit&#8221; Nov. 21&#8208;26 at the invitation of President Ga&#8208; mal Abdel Nasser.",https://www.nytimes.com/1964/11/17/archives/north-korean-to-visit-uar.html,,"CAIRO, Nov. 16 (AP)—The United Arab Republic has announced that President Kim Du Bong of North Korea will pay “a friendly visit” Nov. 21‐26 at the invitation of President Ga‐ mal Abdel Nasser.",3,The New York Times,[],[],1964-11-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/62f4edee-a1a7-58f4-a16e-02818b840600,38,nyt://article/62f4edee-a1a7-58f4-a16e-02818b840600,North Korean to Visit U.A.R.,,,North Korean to Visit U.A.R.,,,,,[],,
,https://www.nytimes.com/1963/09/28/archives/koreans-giggle-at-gibe-of-departing-un-aide.html,,,2,The New York Times,[],[],1963-09-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/61eaecd2-9047-5a48-91fb-01b612a23a1b,0,nyt://article/61eaecd2-9047-5a48-91fb-01b612a23a1b,Koreans Giggle at Gibe Of Departing U.N. Aide,1,,Koreans Giggle at Gibe Of Departing U.N. Aide,,,,,[],,
"Pvt L A Abshler reptdly deserts post at demilitarized zone, defects to NK",https://www.nytimes.com/1962/06/03/archives/us-private-is-reported-defecting-to-korea-reds.html,"Pvt L A Abshler reptdly deserts post at demilitarized zone, defects to NK",,3,The New York Times,[],"[{'name': 'glocations', 'value': 'US', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED NATIONS FORCES', 'rank': 3, 'major': 'N'}]",1962-06-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/58422047-d438-527d-bf15-eed62ac2a3a4,0,nyt://article/58422047-d438-527d-bf15-eed62ac2a3a4,U.S. Private Is Reported Defecting to Korea Reds,,,U.S. Private Is Reported Defecting to Korea Reds,,,,,[],,
"SEOUL, South Korea&#8212;The South Korean economy faced problems of everheating in 1970, and the Government has lowered the growth goal to 11 per cent in an attempt to cool things off.",https://www.nytimes.com/1970/01/19/archives/korea-acts-to-temper-growth.html,,"SEOUL, South Korea—The South Korean economy faced problems of everheating in 1970, and the Government has lowered the growth goal to 11 per cent in an attempt to cool things off. ",59,The New York Times,[],[],1970-01-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/af2cbbcd-90b7-540a-bf4e-3d2ad40cde49,517,nyt://article/af2cbbcd-90b7-540a-bf4e-3d2ad40cde49,Korea Acts to Temper Growth,,,Korea Acts to Temper Growth,,,,By Samuel Kim Special to The New York Times,"[{'firstname': 'Samuel', 'middlename': 'Kim', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"SK and Japanese negotiators reopen talks, Tokyo, on establishing ties, 7th attempt in over 12 yrs",https://www.nytimes.com/1964/12/04/archives/talks-are-resumed-by-korea-and-japan.html,"SK and Japanese negotiators reopen talks, Tokyo, on establishing ties, 7th attempt in over 12 yrs","TOKYO, Dec. 3 — Japanese and South Korean negotiators met here today in an atmosphere of guarded optimism to reopen talks aimed at establishment of diplomatic relations.",16,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1964-12-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/53f3735d-a259-5f03-bc20-8df64f31e20c,87,nyt://article/53f3735d-a259-5f03-bc20-8df64f31e20c,TALKS ARE RESUMED BY KOREA AND JAPAN,,,TALKS ARE RESUMED BY KOREA AND JAPAN,,,,,[],,
"S Korean ct begins trial of US S/Sgt B Cox for alleged arson and assault, 1st trial under status-of-forces agreement",https://www.nytimes.com/1967/05/17/archives/south-korea-starts-trial-of-us-airman.html,"S Korean ct begins trial of US S/Sgt B Cox for alleged arson and assault, 1st trial under status-of-forces agreement",,3,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}]",1967-05-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/4d818162-c9ee-5598-b8da-17e826f9feb6,0,nyt://article/4d818162-c9ee-5598-b8da-17e826f9feb6,SOUTH KOREA STARTS TRIAL OF U.S. AIRMAN,,,SOUTH KOREA STARTS TRIAL OF U.S. AIRMAN,,,,,[],,
,https://www.nytimes.com/1961/07/16/archives/korean-flood-victims-aided.html,,,3,The New York Times,[],[],1961-07-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/82a65a9c-d67d-53e2-9b15-932a16d31a8e,0,nyt://article/82a65a9c-d67d-53e2-9b15-932a16d31a8e,Korean Flood Victims Aided,1,,Korean Flood Victims Aided,,,,,[],,
Park says Govt and Opposition parties will have equal opportunities to campaign for May elections; repeats pledge to return Govt to civilian control next summer,https://www.nytimes.com/1962/08/13/archives/opposition-in-korea-gets-electoral-pledge-by-park.html,Park says Govt and Opposition parties will have equal opportunities to campaign for May elections; repeats pledge to return Govt to civilian control next summer,,2,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1962-08-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/44f8f021-4745-58b2-8945-c950d50d602e,0,nyt://article/44f8f021-4745-58b2-8945-c950d50d602e,Opposition in Korea Gets Electoral Pledge by Park,,,Opposition in Korea Gets Electoral Pledge by Park,,,,,[],,
"Seoul ct upholds death sentences of 3 Minjok Ilbo execs for founding paper with Communist funds and aiding Communists; jails 6 aides, frees 1",https://www.nytimes.com/1961/11/01/archives/korea-court-backs-3-death-sentences.html,"Seoul ct upholds death sentences of 3 Minjok Ilbo execs for founding paper with Communist funds and aiding Communists; jails 6 aides, frees 1",,10,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA, SOUTH', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'NEWS AND NEWSPAPERS', 'rank': 4, 'major': 'N'}]",1961-11-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/2d033057-7477-53a3-835b-aa872ffe6651,0,nyt://article/2d033057-7477-53a3-835b-aa872ffe6651,KOREA COURT BACKS 3 DEATH SENTENCES,,,KOREA COURT BACKS 3 DEATH SENTENCES,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"SEOUL, South Korea, Dec. 16--The South Korean military junta dissoved itself today after having ruled for two years, seven months and a day.  ",https://www.nytimes.com/1963/12/17/archives/south-korea-junta-yields-to-civil-rule.html,,,2,The New York Times,[],[],1963-12-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/5fa43104-5d83-5c87-97cb-79b400fb64a5,0,nyt://article/5fa43104-5d83-5c87-97cb-79b400fb64a5,SOUTH KOREA JUNTA YIELDS TO CIVIL RULE,1,,SOUTH KOREA JUNTA YIELDS TO CIVIL RULE,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
Dem Repub and Opposition parties make little headway in truce talks,https://www.nytimes.com/1964/06/21/archives/korean-searchers-for-peace-baffled.html,Dem Repub and Opposition parties make little headway in truce talks,"SEOUL, South Korea, June 20 —Little headway is being made in negotiations between the ruling Democratic Republican party and the Opposition to retreat from the present con‐city by the Martial Law Comtrol of the city by the Martial Law Command.",14,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1964-06-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/d269212c-9cb0-5da3-bfb3-ad8205cba7ac,167,nyt://article/d269212c-9cb0-5da3-bfb3-ad8205cba7ac,KOREAN SEARCHERS FOR PEACE BAFFLED,,,KOREAN SEARCHERS FOR PEACE BAFFLED,,,,,[],,
,https://www.nytimes.com/1966/06/24/archives/japanese-knocks-out-korean.html,,,41,The New York Times,[],[],1966-06-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/487046bf-6def-5a35-a19b-e81eee0739bb,0,nyt://article/487046bf-6def-5a35-a19b-e81eee0739bb,Japanese Knocks Out Korean,1,,Japanese Knocks Out Korean,,,,,[],,S
N Korean radio broadcasts purported confession by him that his ship Pueblo violated N Korean territorial waters,https://www.nytimes.com/1968/01/25/archives/captains-confession-is-derided-korean-reds-say-skipper-admitted.html,N Korean radio broadcasts purported confession by him that his ship Pueblo violated N Korean territorial waters,,1,The New York Times,[],"[{'name': 'persons', 'value': 'SMITH, JOHN V', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'BUCHER, LLOYD M', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'PUEBLO INCIDENT', 'rank': 4, 'major': 'N'}]",1968-01-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/9dca5552-2f43-5e1b-919e-31848dfb778c,0,nyt://article/9dca5552-2f43-5e1b-919e-31848dfb778c,CAPTAIN'S 'CONFESSION' IS DERIDED; Korean Reds Say Skipper Admitted Deep Incursion NORTH KOREA SAYS BUCHER CONFESSED,,,CAPTAIN'S 'CONFESSION' IS DERIDED; Korean Reds Say Skipper Admitted Deep Incursion NORTH KOREA SAYS BUCHER CONFESSED,,,,By E. W. Kenworthyspecial To the New York Times,"[{'firstname': 'E.', 'middlename': 'W.', 'lastname': 'Kenworthyspecial', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
Resigns,https://www.nytimes.com/1962/03/22/archives/president-yun-quits-south-korean-post.html,Resigns,,2,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'YUN, POSUN', 'rank': 3, 'major': 'N'}]",1962-03-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/2d32a481-c855-5042-b065-c3012d2c79cf,0,nyt://article/2d32a481-c855-5042-b065-c3012d2c79cf,PRESIDENT YUN QUITS SOUTH KOREAN POST,,,PRESIDENT YUN QUITS SOUTH KOREAN POST,,,,,[],,
Japanese trade mission cancels trip to Seoul on SK's advice; Govt reprs to resume Tokyo talks on resuming diplomatic ties,https://www.nytimes.com/1961/01/24/archives/japan-trade-party-defers-korea-trip.html,Japanese trade mission cancels trip to Seoul on SK's advice; Govt reprs to resume Tokyo talks on resuming diplomatic ties,,4,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1961-01-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/0188696a-9023-50d3-b4a0-3304497172a3,0,nyt://article/0188696a-9023-50d3-b4a0-3304497172a3,JAPAN TRADE PARTY DEFERS KOREA TRIP,,,JAPAN TRADE PARTY DEFERS KOREA TRIP,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
,https://www.nytimes.com/1963/08/30/archives/park-quits-korean-army-to-seek-the-presidency.html,,,6,The New York Times,[],[],1963-08-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/b0cfd599-485d-50ee-9ce4-eccca6d99838,0,nyt://article/b0cfd599-485d-50ee-9ce4-eccca6d99838,Park Quits Korean Army To Seek the Presidency,1,,Park Quits Korean Army To Seek the Presidency,,,,,[],,
"Reasons for sharp output rise in Shin-Ni, S Korea, '59-69, discussed; local farmers hope for more Govt aid without rise in consumer prices",https://www.nytimes.com/1969/09/20/archives/the-presidency-is-a-live-issue-in-a-korean-village.html,"Reasons for sharp output rise in Shin-Ni, S Korea, '59-69, discussed; local farmers hope for more Govt aid without rise in consumer prices",,9,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Rice', 'rank': 3, 'major': 'N'}]",1969-09-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/aa0f1a42-18fe-5ad2-9b54-4ed5bd93edd1,0,nyt://article/aa0f1a42-18fe-5ad2-9b54-4ed5bd93edd1,The Presidency Is a Live Issue in a Korean Village,,,The Presidency Is a Live Issue in a Korean Village,,,,By Takashi Okaspecial To the New York Times,"[{'firstname': 'Takashi', 'middlename': 'Okaspecial', 'lastname': 'To', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
SK reprs walk out when conf recommends Communist China admission to UN,https://www.nytimes.com/1961/11/13/archives/koreans-quit-church-session.html,SK reprs walk out when conf recommends Communist China admission to UN,,19,The New York Times,[],"[{'name': 'organizations', 'value': 'United Nations', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DELEGATES OF MEMBER NATIONS', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'EAST ASIAN CHRISTIAN CONFERENCE', 'rank': 3, 'major': 'N'}]",1961-11-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/836dfeee-5553-519e-8deb-c9a5334772ed,0,nyt://article/836dfeee-5553-519e-8deb-c9a5334772ed,Koreans Quit Church Session,,,Koreans Quit Church Session,,,,,[],,
,https://www.nytimes.com/1963/04/21/archives/korea-appears-certain-to-enter-olympic-team.html,,,4,The New York Times,[],[],1963-04-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/a99ac928-978c-55e8-acf5-55157b44ef2f,0,nyt://article/a99ac928-978c-55e8-acf5-55157b44ef2f,Korea Appears Certain To Enter Olympic Team,1,,Korea Appears Certain To Enter Olympic Team,,,,,[],,S
"HR votes 295-88 to continue excises for yr; votes 196-189 to continue 10% travel tax, fight against it led by Repubs",https://www.nytimes.com/1961/06/09/archives/koreanwar-taxes-approved-in-house-for-one-more-year-korea-war-taxes.html,"HR votes 295-88 to continue excises for yr; votes 196-189 to continue 10% travel tax, fight against it led by Repubs",,1,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Taxation', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'FEDERAL', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Taxation', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'FEDERAL', 'rank': 6, 'major': 'N'}]",1961-06-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/51a5dad8-ae69-5f8d-be8a-0948f9652e62,0,nyt://article/51a5dad8-ae69-5f8d-be8a-0948f9652e62,Korean-War Taxes Approved in House For One More Year; KOREA WAR TAXES BACKED BY HOUSE,,,Korean-War Taxes Approved in House For One More Year; KOREA WAR TAXES BACKED BY HOUSE,,,,By C.p. Trussell Special To the New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
,https://www.nytimes.com/1963/10/18/archives/close-korean-vote-leaves-nation-calm.html,,,6,The New York Times,[],[],1963-10-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/7225eaf8-445d-5b6a-ac6f-0c4ca66ad71c,0,nyt://article/7225eaf8-445d-5b6a-ac6f-0c4ca66ad71c,CLOSE KOREAN VOTE LEAVES NATION CALM,1,,CLOSE KOREAN VOTE LEAVES NATION CALM,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
Por,https://www.nytimes.com/1962/01/09/archives/political-unrest-holds-back-economy-in-korea.html,Por,,69,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'PARK, CHUNG HEE', 'rank': 3, 'major': 'N'}]",1962-01-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/7dafe598-4f8b-5921-9090-c9cea67c5c2a,0,nyt://article/7dafe598-4f8b-5921-9090-c9cea67c5c2a,Political Unrest Holds Back Economy in Korea,,,Political Unrest Holds Back Economy in Korea,,,,By In-Suk Suh Special To the New York Times.the New York Times,"[{'firstname': 'In-suk', 'middlename': 'Suh', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,International Trade Review
Brig Gen Kyunk Suk Chang and Col Choong Kwang Lee arrested for link with unsuccessful coup,https://www.nytimes.com/1965/05/12/archives/general-arrested-in-korea-in-plot-to-oust-president.html,Brig Gen Kyunk Suk Chang and Col Choong Kwang Lee arrested for link with unsuccessful coup,,7,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1965-05-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/d6808549-8644-56b2-a373-b09759848ca6,0,nyt://article/d6808549-8644-56b2-a373-b09759848ca6,General Arrested in Korea In Plot to Oust President,,,General Arrested in Korea In Plot to Oust President,,,,,[],,
