abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section
"more than 500,000 public servants, students and militiamen on Aug 21 join in drive to repair damage and help victims of Aug 19 floods; natl police force placed on 24‐hr duty; some towns along Han River remain flooded; 368 persons are reptd killed in floods, 399 injured and 128 missing; 326,000 are homeless and 54,000 homes damaged or destroyed; property damage estimated at $17‐million",https://www.nytimes.com/1972/08/22/archives/korea-starting-a-flood-cleanup-500000-are-mobilized-for-repair-and.html,"more than 500,000 public servants, students and militiamen on Aug 21 join in drive to repair damage and help victims of Aug 19 floods; natl police force placed on 24‐hr duty; some towns along Han River remain flooded; 368 persons are reptd killed ...","SEOUL, South Korea, Aug. 21—More than half a million public servants, militiamen and students joined today in a drive to repair damage and help victims of the floods that claimed more than 350 lives over the weekend in South Korea.",7,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Floods', 'rank': 2, 'major': 'N'}]",1972-08-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/18d3d2a4-15c9-5f9b-8aca-e7dcf4b4f2d7,309,nyt://article/18d3d2a4-15c9-5f9b-8aca-e7dcf4b4f2d7,KOREA STARTING A FLOOD CLEANUP,,,KOREA STARTING A FLOOD CLEANUP,,,,,[],,
"S Korean Pres Park Chung Hee, after 2 stormy yrs of pol conflict, appears to have suppressed almost all dissidence against his rule; among those imprisoned, under surveillance or threatened with jail are Kim Dae Jung, Kim Young Sam, Kim Chi Ha, Kim Chul and Yang Il Dong; some Govt opponents have suggested that Chang Chun Ha, journalist and essayist who died recently, was murdered by Govt agents; proof has now come to light; among religious leaders under surveillance or arrested are Most Rev Daniel Chi Hak Soun and Rev Kim Kwan Suk; chief opposition newspaper Dong-A Ilbo has ceased, under pressure, printing material critical of Govt (M)",https://www.nytimes.com/1975/09/22/archives/curbs-are-tighter-on-south-koreans-park-using-fear-of-attack-from.html,"S Korean Pres Park Chung Hee, after 2 stormy yrs of pol conflict, appears to have suppressed almost all dissidence against his rule; among those imprisoned, under surveillance or threatened with jail are Kim Dae Jung, Kim Young Sam, Kim Chi Ha, Ki...","SEOUL, South Korea, Sept. 19—After two stormy years of political conflict. President Park Chung Hee appears to have suppressed almost all dissidence against his rule.",1,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}]",1975-09-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/b7f99d56-03de-5f40-8754-8f63a8887063,904,nyt://article/b7f99d56-03de-5f40-8754-8f63a8887063,CURBS ARE TIGHTER ON SOUTH KOREANS,,,CURBS ARE TIGHTER ON SOUTH KOREANS,,,,By Richard Halloran Special to The New York Times,"[{'firstname': 'Richard', 'middlename': 'Halloran', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"Article on N Korea's econ progress cites development of synthetic fiber for clothing from native limestone at Pongung February 8th Vinalon Factory; Koreans attribute development of method to Korean Li Sung Gi in late '30s, but say Japanese militarists stole invention; notes production began in N Korea in '61 after prodigious natl effort by 4,000 regular construction workers, thousands of soldiers and students for 16 mos; project seen symbolizing drive for indus self‐sufficiency in which nation has turned to Vinalon because it cannot grow cotton",https://www.nytimes.com/1972/06/04/archives/north-koreas-secret-strength-by-asian-standards-industry-is.html,"Article on N Korea's econ progress cites development of synthetic fiber for clothing from native limestone at Pongung February 8th Vinalon Factory; Koreans attribute development of method to Korean Li Sung Gi in late '30s, but say Japanese militar...","WONSAN, North Korea—This nation is a statistician's despair, particularly when it comes to appraising economic performance.",1,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Textiles', 'rank': 4, 'major': 'N'}]",1972-06-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/d60f62c3-edc6-5f0b-8f86-9dc74d6bd99d,870,nyt://article/d60f62c3-edc6-5f0b-8f86-9dc74d6bd99d,North Korea's Secret Strength,,,North Korea's Secret Strength,,,,By John M. Lee,"[{'firstname': 'John', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,F
"SEOUL, South Korea, Aug. 8 (UPI)-- The Government plans to finish drafting a constitution by the end of August and put it to a national referendum by early October, officials said today.  ",https://www.nytimes.com/1980/08/09/archives/south-korea-plans-vote-on-constitution-in-fall.html,,,17,The New York Times,[],[],1980-08-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/706d7aa8-e3b8-583d-9e44-8e0697d10b4a,0,nyt://article/706d7aa8-e3b8-583d-9e44-8e0697d10b4a,South Korea Plans Vote On Constitution in Fall,1,,South Korea Plans Vote On Constitution in Fall,,,,,[],,
S Korean Deputy Min Kim Woo Keun says S Korea has shipped 1st exports to E Eur country under new policy to expand export mkts and improve relations with 'nonhostile' Communist countries,https://www.nytimes.com/1971/09/12/archives/south-koreans-expand-markets-new-policy-opens-trade-with-eastern.html,S Korean Deputy Min Kim Woo Keun says S Korea has shipped 1st exports to E Eur country under new policy to expand export mkts and improve relations with 'nonhostile' Communist countries,"SEOUL, Sept. 11 — South Korea has begun trading with Eastern European countries under a new policy to expand its export markets and improve relations with “nonhostile” Communist nations.",8,The New York Times,[],"[{'name': 'glocations', 'value': 'Europe', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'UNION OF SOVIET SOCIALIST REPUBLICS BLOC', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'COMMERCE', 'rank': 3, 'major': 'N'}]",1971-09-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/9ad4a649-4fda-5b46-85a8-318d75d9be9a,274,nyt://article/9ad4a649-4fda-5b46-85a8-318d75d9be9a,SOUTH KOREANS EXPAND MARKETS,,,SOUTH KOREANS EXPAND MARKETS,,,,,[],,
"Park appts Kim Chong Pil, Dem Repub party vice pres, as Premier to replace Paik Too Chin who, with entire Cabinet, resigns to give Pres free hand in picking new Cabinet; Kim Yong Shik apptd Foreign Min to succeed Choi Kyu Hah; Deputy Premier Kim Hak Yol and Defense Min Jung Nae Hiuk retain their posts",https://www.nytimes.com/1971/06/04/archives/cabinet-replaced-by-south-koreans-park-appoints-deputy-head-of.html,"Park appts Kim Chong Pil, Dem Repub party vice pres, as Premier to replace Paik Too Chin who, with entire Cabinet, resigns to give Pres free hand in picking new Cabinet; Kim Yong Shik apptd Foreign Min to succeed Choi Kyu Hah; Deputy Premier Kim H...","SEOUL, South Korea, June 3 —President Chung Hee Park appointed Kim Chong Pil, vice president of the governing) Democratic Republican party,), to replace Paik Too Chin as Premier in an abrupt Cabinet change today. ",10,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'South Korea', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'CHOI KYU HAH', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'PAIK TOO CHI', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'KIM JONG PIL', 'rank': 5, 'major': 'N'}]",1971-06-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/434e6729-8999-5ef6-8a56-53f41ab67c19,326,nyt://article/434e6729-8999-5ef6-8a56-53f41ab67c19,CABINET REPLACED BY SOUTH KOREANS,,,CABINET REPLACED BY SOUTH KOREANS,,,,,[],,
"SEOUL, South Korea&#8212;The South Korean economy con tinued to climb in 1970, al though the rate of growth began to slow, partly because of a Government policy to check it.",https://www.nytimes.com/1971/01/18/archives/south-korea-growth-slows.html,,"SEOUL, South Korea—The South Korean economy con tinued to climb in 1970, al though the rate of growth began to slow, partly because of a Government policy to check it.",52,The New York Times,[],[],1971-01-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/63629f66-4c50-5012-8d08-0b8de161213e,457,nyt://article/63629f66-4c50-5012-8d08-0b8de161213e,South Korea Growth Slows,,,South Korea Growth Slows,,,,,[],,
Editorial lauds Pres Choi Kyu Hah for rescinding Emergency Decree Number 9; also lauds release of political prisoners; calls on Pres Choi to act on his promise to revise nation's constitution and to call for national popular elections of new President,https://www.nytimes.com/1979/12/10/archives/president-chois-chance-in-korea.html,Editorial lauds Pres Choi Kyu Hah for rescinding Emergency Decree Number 9; also lauds release of political prisoners; calls on Pres Choi to act on his promise to revise nation's constitution and to call for national popular elections of new Presi...,"Has the chill of repression already snuffed out this autumn's “Seoul spring”? The authoritarian spirit the slain Park Chung Hee seems to carry on in the recent actions of some of his heirs. Their behavior adds weight to the case for urgent constitutional reform and early elections. What chance remains for a more open political system depends on whether the newly chosen President, Choi Kyu Hah, can regain the momentum of a once‐promising transition process.",26,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}]",1979-12-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/e5705acd-1f16-5a4d-b10b-85aab1246be5,472,nyt://article/e5705acd-1f16-5a4d-b10b-85aab1246be5,President Choi's Chance in Korea,,,President Choi's Chance in Korea,,,,,[],,A
"SU AN BO, South Korea, Sept. 26-- Chickens were scratching in the bare dirt yard in front of Lee In Sam's home, some 100 miles and a three-hour bus ride south--  east of Seoul.  ",https://www.nytimes.com/1980/09/28/archives/in-south-korean-countryside-the-new-president-is-a-hero-coping-with.html,,,14,The New York Times,[],[],1980-09-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/e1e2748d-d9d1-5320-af0c-6ff6e3f6d69c,0,nyt://article/e1e2748d-d9d1-5320-af0c-6ff6e3f6d69c,"In South Korean Countryside, the New President Is a Hero; Coping With Expectations Struggle to Make a Living Koreans Do Not 'See Limits'",1,,"In South Korean Countryside, the New President Is a Hero; Coping With Expectations Struggle to Make a Living Koreans Do Not 'See Limits'",,,,By Mike Tharp Special To the New York Times,"[{'firstname': 'Mike', 'middlename': 'Tharp', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"Chung, Kyung-Wha: Int with violin virtuoso Kyung-Wha Chung, who will be giving recital at 92d St 'Y'; illus (M)",https://www.nytimes.com/1978/03/24/archives/korean-violin-virtuoso-at-the-y-responses-to-traveling-performed-as.html,"Chung, Kyung-Wha: Int with violin virtuoso Kyung-Wha Chung, who will be giving recital at 92d St 'Y'; illus (M)","Kyung‐Wha Chung, the Korean‐born violinist who is to play a recital at the 92d Street Y.M.‐Y.W.H.A. tomorrow night at 8, will be 30 years old on Sunday, and she is giving the matter some thoueht. That her birthday coin- tides with Easter this time around has nothing to do with it, nor does the fact that she must fly to Denmark on Sunday to get there in time for performances in Copenhagen next week.",14,The New York Times,[],"[{'name': 'subject', 'value': 'Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'CONCERTS AND RECITALS', 'rank': 2, 'major': 'N'}]",1978-03-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/55d587ef-4b1c-5b71-a801-8e259789228d,851,nyt://article/55d587ef-4b1c-5b71-a801-8e259789228d,Korean Violin Virtuoso at the ‘Y’,,,Korean Violin Virtuoso at the ‘Y’,,,,By Allen Hughes,"[{'firstname': 'Allen', 'middlename': None, 'lastname': 'Hughes', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,C
"SEOUL, March 5 (Reuters)&#8212;Fourteen people were killed today when a fire swept through a four&#8208;story building in the center of the city. Authorities said the fire raged through the building's two upper floors while dozens of fire engines stood useless outside because hydrants had frozen in the 5&#8208;degree weather.",https://www.nytimes.com/1977/03/06/archives/fire-kills-14-in-korea.html,,"SEOUL, March 5 (Reuters)—Fourteen people were killed today when a fire swept through a four‐story building in the center of the city. Authorities said the fire raged through the building's two upper floors while dozens of fire engines stood useless outside because hydrants had frozen in the 5‐degree weather.",18,The New York Times,[],[],1977-03-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/2aa5ec57-ae5f-509f-87a3-d701466dc472,54,nyt://article/2aa5ec57-ae5f-509f-87a3-d701466dc472,Fire Kills 14 in Korea,,,Fire Kills 14 in Korea,,,,,[],,
ed notes that HR ethics com has ended its S Korean bribery probe; fears Cong is reluctant to pursue lavish use of taxpayers' funds that are siphoned from aid programs by dependent allies wanting to buy insurance of continued aid; urges Speaker O'Neill to steer HR toward refinement of rules and to give public coherent acct of what has been learned from this scandal (M),https://www.nytimes.com/1978/07/16/archives/not-yet-finished-with-koreagate.html,ed notes that HR ethics com has ended its S Korean bribery probe; fears Cong is reluctant to pursue lavish use of taxpayers' funds that are siphoned from aid programs by dependent allies wanting to buy insurance of continued aid; urges Speaker O'N...,"After 18 months of investigating South Korea's bribery and influence‐peddling on Capitol Hill, the House ethics committee has charged four members with violating House rules and exonerated the Speaker and majority whip with a polite chiding for poor judgment. Is that all there is?",20,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'FOREIGN INTERESTS, AGENTS OF', 'rank': 2, 'major': 'N'}]",1978-07-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/80f42c3d-22ec-5636-8e5e-55ef123985e4,545,nyt://article/80f42c3d-22ec-5636-8e5e-55ef123985e4,Not Yet Finished With Korea ate,,,Not Yet Finished With Korea ate,,,,,[],,E
"At a memorial service held last night at Riverside Church in New York for South Koreans killed under martial law, the Rev. Moon Dong Whan, an exiled dissident leader, criticized the United States for what he termed its silence on the supression of the rebellion in the city of Kwangju.  ",https://www.nytimes.com/1980/05/30/archives/korean-exile-assails-us-stand-on-revolt.html,,,3,The New York Times,[],[],1980-05-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/c5cd1f34-2e02-5114-bb10-817bd76c1cca,0,nyt://article/c5cd1f34-2e02-5114-bb10-817bd76c1cca,Korean Exile Assails U.S. Stand on Revolt,1,,Korean Exile Assails U.S. Stand on Revolt,,,,,[],,A
"SEOUL, South Korea, Aug. 6--Gen. Chon Too Hwan, the army strongman in South Korea, was promoted to full general today, thereby, according to diplomats, moving a step toward gaining the presidency in elections scheduled for next year.  ",https://www.nytimes.com/1980/08/07/archives/south-korean-strongman-promoted-to-full-general.html,,,5,The New York Times,[],[],1980-08-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/c755b6e9-c188-5f1b-aa02-97a29116dee4,0,nyt://article/c755b6e9-c188-5f1b-aa02-97a29116dee4,South Korean Strongman Promoted to Full General,1,,South Korean Strongman Promoted to Full General,,,,By Henry Scott Stokes Special To the New York Times,"[{'firstname': 'Henry', 'middlename': 'Scott', 'lastname': 'Stokes', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A
"SEOUL, South Korea, March 13 (UPI) --The American-led United Nations Command said today that it would con-- tinue large-scale military exercises in South Korea despite strong North Korean protests.  ",https://www.nytimes.com/1980/03/14/archives/american-informs-north-koreans-exercises-in-south-will-continue.html,,,8,The New York Times,[],[],1980-03-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/87d5c7e8-2af8-5726-a924-d608efb966df,0,nyt://article/87d5c7e8-2af8-5726-a924-d608efb966df,American Informs North Koreans Exercises in South Will Continue,1,,American Informs North Koreans Exercises in South Will Continue,,,,,[],,A
"SENDAI, Japan, Oct. 18 (AP)-- Shoji Oguma of Japan, knocked down in the first round, recovered to earn a hard-fought split decision over Park Chan-Hee of Korea and retain his World Boxing Council flyweight championship tonight.  ",https://www.nytimes.com/1980/10/19/archives/oguma-outpoints-korean-retains-flyweight-crown.html,,,6,The New York Times,[],[],1980-10-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/0a9afd45-4e09-5931-b2cb-e01087cdc41c,0,nyt://article/0a9afd45-4e09-5931-b2cb-e01087cdc41c,"Oguma Outpoints Korean, Retains Flyweight Crown",1,,"Oguma Outpoints Korean, Retains Flyweight Crown",,,,,[],,S
"N Korea, adopting what appears to be old US plan, proposes partition of Panmunjon truce site as way to avoid incidents like 1 last wk in which 2 Amer mil officers were killed by N Korean soldiers; proposal, issued at meeting of Mil Armistice Comm, ignores Amer demand for punishment of Communist soldiers responsible for incident; Rear Adm Mark P Frudden, senior Amer officer on comm, calls N Korean proposal ‘a positive step’ but ‘unsatisfactory’; illus (M)",https://www.nytimes.com/1976/08/26/archives/north-korea-offers-plan-to-prevent-new-incidents-north-korea-asks.html,"N Korea, adopting what appears to be old US plan, proposes partition of Panmunjon truce site as way to avoid incidents like 1 last wk in which 2 Amer mil officers were killed by N Korean soldiers; proposal, issued at meeting of Mil Armistice Comm,...","PANMUNJOM, Korea, Aug. 25—Adopting what appeared to be an old American plan, North Korea today proposed a partition of the. Panmunjom truce site as a way to avoid incidents like the one last week in which two United States Army officers were killed by Communist guards.",1,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}]",1976-08-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/534cbf98-a0a7-5e13-9171-6a1422f69182,795,nyt://article/534cbf98-a0a7-5e13-9171-6a1422f69182,North Korea Offers Plan To Prevent New Incidents; NORTH KOREA ASKS TROOP SEPARATION,,,North Korea Offers Plan To Prevent New Incidents; NORTH KOREA ASKS TROOP SEPARATION,,,,By Fox Butterfield; Special to The New York Times,"[{'firstname': 'Fox', 'middlename': None, 'lastname': 'Butterfield', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"PANMUNJOM, Korea--""Afghanistan is our Mexico,"" said a Russian reporter waiting last week outside the low Quonset hut where North and South Koreans were conferring on the North's new proposal for prime minister-level talks. ""We are just as close as that. Carter is just seeking reelection with all this fuss isn't he?"" the Russian asked.  ",https://www.nytimes.com/1980/02/10/archives/edgy-koreas-begin-to-chat-but-the-old-suspicions-linger.html,,,5,The New York Times,[],[],1980-02-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/35679aea-8305-51d5-a5a1-01cfcc7a0aa7,0,nyt://article/35679aea-8305-51d5-a5a1-01cfcc7a0aa7,Edgy Koreas Begin to Chat But the Old Suspicions Linger,1,,Edgy Koreas Begin to Chat But the Old Suspicions Linger,,,,By Henry Scott Stokes,"[{'firstname': 'Henry', 'middlename': 'Scott', 'lastname': 'Stokes', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,T
"SEOUL, South Korea, Nov. 21 (Reuters)--South Korea's military authorities partially lifted a ban today on political activity and said indoor political meetings would be permitted starting tomorrow.  ",https://www.nytimes.com/1980/11/22/archives/south-korea-eases-ban-on-some-party-actions.html,,,7,The New York Times,[],[],1980-11-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/1dc7ca4e-66a7-5e3c-bd5e-355a5feae95f,0,nyt://article/1dc7ca4e-66a7-5e3c-bd5e-355a5feae95f,South Korea Eases Ban On Some Party Actions,1,,South Korea Eases Ban On Some Party Actions,,,,,[],,
"SEOUL, SOUTH KOREA INSURRECTION in the province of South Cholla threatened civil peace in South Korea last week, but the streets in Seoul and other cities remained calm, suggesting that students, workers and other opposition activists were not ready to spread the protests.  ",https://www.nytimes.com/1980/05/25/archives/old-grudges-spur-a-new-revolt-in-south-korea.html,,,1,The New York Times,[],[],1980-05-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/e10b6977-596d-5111-b6d2-1099d56cfe5c,0,nyt://article/e10b6977-596d-5111-b6d2-1099d56cfe5c,Old Grudges Spur a New Revolt in South Korea,1,,Old Grudges Spur a New Revolt in South Korea,,,,By Henry Scott Stokes,"[{'firstname': 'Henry', 'middlename': 'Scott', 'lastname': 'Stokes', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,T
N Korean Red Cross rejects S Korean proposal for exchange of visits across demilitarized zone by members of families separated since Korean War (S),https://www.nytimes.com/1976/06/10/archives/south-korean-plan-rejected-by-north.html,N Korean Red Cross rejects S Korean proposal for exchange of visits across demilitarized zone by members of families separated since Korean War (S),"SEOUL, South Korea. Jure 9 —North Korean Red Cross offidials rejected a South Korean proposal today for an exchage of visits across the demilitarized zone by members of fam lies esparated since the Korean war the proposal had stipulated that 500 persons from each side visit and that visits be limited to family grave sites.",7,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}]",1976-06-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/c0b97b32-68cb-52f1-ba73-31b1bc942780,133,nyt://article/c0b97b32-68cb-52f1-ba73-31b1bc942780,SOUTH KOREAN PLAN REJECTED BY NORTH,,,SOUTH KOREAN PLAN REJECTED BY NORTH,,,,,[],,
"WASHINGTON, Oct. 27 &#8212; The Korean Central Intelligence Agency often seems to be ubiquitous. Its agents watch South Koreans in South Korea, Japan, the United States, Europe and wherever else they may be. They watch Americans, Japanese and anyone else who has any connection with South Korea.",https://www.nytimes.com/1979/10/28/archives/korea-intelligence-eyes-seem-everywhere-one-of-only-two-power.html,,"WASHINGTON, Oct. 27 — The Korean Central Intelligence Agency often seems to be ubiquitous. Its agents watch South Koreans in South Korea, Japan, the United States, Europe and wherever else they may be. They watch Americans, Japanese and anyone else who has any connection with South Korea.",42,The New York Times,[],[],1979-10-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/64241b4b-206c-59a5-bb73-06a7c719e54f,1036,nyt://article/64241b4b-206c-59a5-bb73-06a7c719e54f,Korea Intelligence: Eyes Seem Everywhere,,,Korea Intelligence: Eyes Seem Everywhere,,,,By Richard Halloran Special to The New York Times,"[{'firstname': 'Richard', 'middlename': 'Halloran', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"WASHINGTON, Oct. 28&#8212;Federal authorities said today that they had been investigating a wide range of allegations that Korean intelligence agents and other Koreans had been harassing and coercing and violating the civil rights of Korean aliens residing in the United States and of Korean&#8208;Americans.",https://www.nytimes.com/1976/10/29/archives/new-korean-inquiry-by-us-is-disclosed.html,,"WASHINGTON, Oct. 28—Federal authorities said today that they had been investigating a wide range of allegations that Korean intelligence agents and other Koreans had been harassing and coercing and violating the civil rights of Korean aliens residing in the United States and of Korean‐Americans.",47,The New York Times,[],[],1976-10-29T05:00:00+0000,article,None,Archives,Archives,nyt://article/7e705a4b-5527-5ee7-b2c1-65c3b21a836f,922,nyt://article/7e705a4b-5527-5ee7-b2c1-65c3b21a836f,NEW KOREAN INQUIRY BY U.S. IS DISCLOSED,,,NEW KOREAN INQUIRY BY U.S. IS DISCLOSED,,,,By Richard Halloran Special to The New York Times,"[{'firstname': 'Richard', 'middlename': 'Halloran', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"10 coal miners are killed near Changsong, S Korea, as result of accident (S)",https://www.nytimes.com/1978/11/11/archives/10-south-korean-miners-killed.html,"10 coal miners are killed near Changsong, S Korea, as result of accident (S)","SEOUL, South Korea Nov. 10 (Reuters) — Ten coal miners were killed today near the eastern town of Changsong when a mechanical failure caused the pit cage in which they were riding to fall down mine shaft.",5,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Coal', 'rank': 2, 'major': 'N'}]",1978-11-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/97067abb-2f59-55ca-905b-ff430bddeca3,44,nyt://article/97067abb-2f59-55ca-905b-ff430bddeca3,10 South Korean Miners Killed,,,10 South Korean Miners Killed,,,,,[],,
"60 of 241 HR members who voted last spring to strip mil assistance bill of provisions opposed by Korean Govt are known to have recd favors from Korean lobbyists; provisions would have reduced number of US soldiers in S Korea, cut mil aid and limited econ assistance; part of lobbying effort was legal, while other parts were questionable or illegal; Korean favors for Repr Clement J Zablocki, William S Broomfield and Edward J Derwinski, who led fight to delete anti‐Korean provisions, noted (M)",https://www.nytimes.com/1976/12/06/archives/lobbying-by-koreans-apparently-paid-off.html,"60 of 241 HR members who voted last spring to strip mil assistance bill of provisions opposed by Korean Govt are known to have recd favors from Korean lobbyists; provisions would have reduced number of US soldiers in S Korea, cut mil aid and limit...",,15,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'South Korea', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'FOREIGN INTERESTS, AGENTS OF', 'rank': 3, 'major': 'N'}]",1976-12-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/42862e3f-b958-5831-8a2a-6a32109cbfdb,4,nyt://article/42862e3f-b958-5831-8a2a-6a32109cbfdb,LOBBYING BY KOREANS APPARENTLY PAID OFF,,,LOBBYING BY KOREANS APPARENTLY PAID OFF,,,,By Richard Halloran Special to The New York Times,"[{'firstname': 'Richard', 'middlename': 'Halloran', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
Carter Adm officials express deep concern over crisis within South Korean military (M),https://www.nytimes.com/1979/12/16/archives/us-is-worried-over-korea-crisis-little-ideological-difference-seen.html,Carter Adm officials express deep concern over crisis within South Korean military (M),"WASHINGTON, Dec. 15 — The Carter Administration is deeply worried over the crisis within the South Korean military but for the moment officials say they are still hopeful that the trend toward a ‘ more moderate political structure will continue.",8,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}]",1979-12-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/ebac0465-2846-5daf-9b84-7ab9dd2b6f76,650,nyt://article/ebac0465-2846-5daf-9b84-7ab9dd2b6f76,U.S. Is Worried Over Korea Crisis,,,U.S. Is Worried Over Korea Crisis,,,,,[],,
Maj Gen George A Edwards Jr to become new comdr of US Air Force in S Korea July 24 (S),https://www.nytimes.com/1978/07/02/archives/new-us-air-chief-for-korea.html,Maj Gen George A Edwards Jr to become new comdr of US Air Force in S Korea July 24 (S),"WASHINGTON, July 1 (Reuters) — Maj. Gen. George A. Edwards Jr. will become the new commander of the Air Force in South Korea effective July 24, the Defense Department announced yesterday.",8,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}]",1978-07-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/85f2bcdd-fe22-571e-93d6-874e183640ce,36,nyt://article/85f2bcdd-fe22-571e-93d6-874e183640ce,New U.S. Air Chief for Korea,,,New U.S. Air Chief for Korea,,,,,[],,
Defense Dept probing Baird's allegations (S),https://www.nytimes.com/1977/08/05/archives/pentagon-investigating-korean-theft-charges.html,Defense Dept probing Baird's allegations (S),"WASHINGTON, Aug. 4 (Reuters)—The Defense Department said today it was investigating allegations that American and Korean military personnel in South Korea have peen stealing up to $17 million a year of United States equipment.",66,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}]",1977-08-05T05:00:00+0000,article,None,Archives,Archives,nyt://article/e08456bd-8203-523a-927c-230691aaf3e8,185,nyt://article/e08456bd-8203-523a-927c-230691aaf3e8,PENTAGON INVESTIGATING KOREAN THEFT CHARGES,,,PENTAGON INVESTIGATING KOREAN THEFT CHARGES,,,,,[],,
