abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
,https://www.nytimes.com/1952/09/12/archives/north-korean.html,,,,2,The New York Times,[],[],1952-09-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/a207cc05-48cf-54f6-a65d-6d875d4ec60d,0,nyt://article/a207cc05-48cf-54f6-a65d-6d875d4ec60d,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/05/17/archives/north-korean.html,,,,2,The New York Times,[],[],1953-05-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/e2331af5-67e5-572e-8adf-65305adff5f2,0,nyt://article/e2331af5-67e5-572e-8adf-65305adff5f2,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/07/09/archives/north-korean.html,,,,2,The New York Times,[],[],1953-07-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/1722df49-ff25-530c-8e0f-3cf47706131e,0,nyt://article/1722df49-ff25-530c-8e0f-3cf47706131e,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1951/08/15/archives/north-korean.html,,,,2,The New York Times,[],[],1951-08-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/1a836b83-ee62-58ef-af50-6c5c24702a9a,0,nyt://article/1a836b83-ee62-58ef-af50-6c5c24702a9a,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/03/23/archives/north-korean.html,,,,2,The New York Times,[],[],1952-03-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/3a23e260-6949-50dd-9e16-cb0cfcee19ed,0,nyt://article/3a23e260-6949-50dd-9e16-cb0cfcee19ed,North Korean,1,,North Korean,,,,,[],
NY area lists,https://www.nytimes.com/1953/02/24/archives/casualties-in-korea.html,NY area lists,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'CASUALTIES', 'rank': 3, 'major': 'N'}]",1953-02-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/df745f63-80b8-52ab-98aa-f62def203a86,0,nyt://article/df745f63-80b8-52ab-98aa-f62def203a86,Casualties in Korea,,,Casualties in Korea,,,,,[],
,https://www.nytimes.com/1953/01/20/archives/casualties-in-korea.html,,,,2,The New York Times,[],[],1953-01-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/b5a0cb23-645a-5159-ab28-0d38f7afd3b5,0,nyt://article/b5a0cb23-645a-5159-ab28-0d38f7afd3b5,Casualties in Korea,1,,Casualties in Korea,,,,,[],
,https://www.nytimes.com/1953/07/19/archives/north-korean.html,,,,2,The New York Times,[],[],1953-07-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/a3de4144-e8f2-59d1-9de6-3c0ea488eae0,0,nyt://article/a3de4144-e8f2-59d1-9de6-3c0ea488eae0,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/07/16/archives/north-korean.html,,,,2,The New York Times,[],[],1953-07-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/22ee64b0-2aac-5129-b1b4-ecd963a3523d,0,nyt://article/22ee64b0-2aac-5129-b1b4-ecd963a3523d,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/03/17/archives/north-korean.html,,,,2,The New York Times,[],[],1953-03-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/59ce8aea-63a5-5ed7-8e6b-ba72598192f7,0,nyt://article/59ce8aea-63a5-5ed7-8e6b-ba72598192f7,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/03/17/archives/north-korean.html,,,,2,The New York Times,[],[],1953-03-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/59ce8aea-63a5-5ed7-8e6b-ba72598192f7,0,nyt://article/59ce8aea-63a5-5ed7-8e6b-ba72598192f7,North Korean,1,,North Korean,,,,,[],
"IN the spring of 1948 Berlin was as tense as a coiled  snake. The airlift was in full twenty-four-hour operation, the Russians here making vague but disturbing threats, and everyone was waiting for the inevitable ""incident"" which might set off a shooting war.  ",https://www.nytimes.com/1951/04/15/archives/up-front-in-korea-it-was-bood-thunder-and-maggie-higgins-with.html,,,T,199,The New York Times,[],[],1951-04-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/85799b53-1ebc-5d8b-abed-b0eac33cab4d,0,nyt://article/85799b53-1ebc-5d8b-abed-b0eac33cab4d,"UP FRONT; In Korea It Was Bood, Thunder and Maggie Higgins With Maggie In Korea",2,,"UP FRONT; In Korea It Was Bood, Thunder and Maggie Higgins With Maggie In Korea ",,,,By Quentin Reynolds,"[{'firstname': 'Quentin', 'middlename': None, 'lastname': 'Reynolds', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
,https://www.nytimes.com/1952/03/24/archives/north-korean.html,,,,2,The New York Times,[],[],1952-03-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/fc922e99-6bc0-5767-965e-0958537c71ed,0,nyt://article/fc922e99-6bc0-5767-965e-0958537c71ed,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/10/10/archives/north-korean.html,,,,2,The New York Times,[],[],1952-10-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/1ae21405-6be9-5317-be79-3dec05cd982e,0,nyt://article/1ae21405-6be9-5317-be79-3dec05cd982e,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/06/25/archives/north-korean.html,,,,2,The New York Times,[],[],1952-06-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/125456c3-8a3d-5b23-bb52-5155a7028870,0,nyt://article/125456c3-8a3d-5b23-bb52-5155a7028870,North Korean,1,,North Korean,,,,,[],
NY area lists,https://www.nytimes.com/1953/04/26/archives/casualties-in-korea.html,NY area lists,,,3,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'CASUALTIES', 'rank': 5, 'major': 'N'}]",1953-04-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/b52de4e7-a57f-5c43-8935-c059596360c4,0,nyt://article/b52de4e7-a57f-5c43-8935-c059596360c4,Casualties in Korea,,,Casualties in Korea,,,,,[],
,https://www.nytimes.com/1952/09/10/archives/north-korean.html,,,,2,The New York Times,[],[],1952-09-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/bcf30a91-3517-56f4-8cfa-5a5d14fb606b,0,nyt://article/bcf30a91-3517-56f4-8cfa-5a5d14fb606b,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/05/10/archives/north-korean.html,,,,2,The New York Times,[],[],1953-05-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/33ad7f9f-ae7d-56fd-a225-8a227ea48513,0,nyt://article/33ad7f9f-ae7d-56fd-a225-8a227ea48513,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/07/01/archives/north-korean.html,,,,2,The New York Times,[],[],1953-07-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/b1de0718-37b0-5442-8629-42afbb0231a4,0,nyt://article/b1de0718-37b0-5442-8629-42afbb0231a4,North Korean,1,,North Korean,,,,,[],
Brit Lords disturbed by possible US move,https://www.nytimes.com/1953/02/11/archives/casualties-in-korea.html,Brit Lords disturbed by possible US move,,,4,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'CASUALTIES', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 5, 'major': 'N'}]",1953-02-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/a43000df-3c00-5a33-8c52-ec7c130e9708,0,nyt://article/a43000df-3c00-5a33-8c52-ec7c130e9708,Casualties in Korea,,,Casualties in Korea,,,,,[],
,https://www.nytimes.com/1953/04/24/archives/north-korean.html,,,,2,The New York Times,[],[],1953-04-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/d873774a-0849-5949-ad5d-b875652ac9b1,0,nyt://article/d873774a-0849-5949-ad5d-b875652ac9b1,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/06/16/archives/north-korean.html,,,,2,The New York Times,[],[],1953-06-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/37d09342-6993-5f03-b76e-b7b1f8527558,0,nyt://article/37d09342-6993-5f03-b76e-b7b1f8527558,North Korean,1,,North Korean,,,,,[],
Peiping 'regrets' rejection,https://www.nytimes.com/1956/06/02/archives/peiping-regrets-rebuff-on-korea-figures-in-korean-armistice-talks.html,Peiping 'regrets' rejection,,,4,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'PEACE', 'rank': 2, 'major': 'N'}]",1956-06-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/6696dbdf-4ca1-54bd-b99a-376d4d1a3755,0,nyt://article/6696dbdf-4ca1-54bd-b99a-376d4d1a3755,"PEIPING 'REGRETS"" REBUFF ON KOREA; Figures in Korean Armistice Talks",,,"PEIPING 'REGRETS"" REBUFF ON KOREA; Figures in Korean Armistice Talks",,,,,[],
,https://www.nytimes.com/1952/04/16/archives/north-korean.html,,,,2,The New York Times,[],[],1952-04-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/39882cd3-6c14-559c-b1a0-94d99be8cb8f,0,nyt://article/39882cd3-6c14-559c-b1a0-94d99be8cb8f,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/02/15/archives/north-korean.html,,,,2,The New York Times,[],[],1952-02-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/96d6b1ae-664a-5b3c-8d4c-05ce7cf2a22a,0,nyt://article/96d6b1ae-664a-5b3c-8d4c-05ce7cf2a22a,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/03/12/archives/north-korean.html,,,,2,The New York Times,[],[],1953-03-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/474e56a5-d1c3-5808-bbe4-de13590ba4ea,0,nyt://article/474e56a5-d1c3-5808-bbe4-de13590ba4ea,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/11/28/archives/north-korean.html,,,,2,The New York Times,[],[],1952-11-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/3fb8ab48-5703-51d1-b460-37b936afa3d3,0,nyt://article/3fb8ab48-5703-51d1-b460-37b936afa3d3,North Korean,1,,North Korean,,,,,[],
"WASHINGTON, March 5 -- The names of 121 officers and enlisted men of the Army and Air Force previously listed as missing in action in Korea and now presumed to be dead were announced today. Those from New York, New Jersey and Connecticut were:  ",https://www.nytimes.com/1954/03/06/archives/casualties-in-korea.html,,,,3,The New York Times,[],[],1954-03-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/c166019a-9a13-5fe3-99d0-76814d8ab842,0,nyt://article/c166019a-9a13-5fe3-99d0-76814d8ab842,Casualties in Korea,1,,Casualties in Korea,,,,Special to THE NEW YORK TIMES,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
N Korean,https://www.nytimes.com/1950/11/07/archives/the-korean-war-communists-lift-their-pressure-in-korea-fighting.html,N Korean,,,2,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'WAR COMMUNIQUES AND RELEASES', 'rank': 4, 'major': 'N'}]",1950-11-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/f0662598-3a94-53cc-8bac-c3dabf86f61e,0,nyt://article/f0662598-3a94-53cc-8bac-c3dabf86f61e,The Korean War; COMMUNISTS LIFT THEIR PRESSURE IN KOREA FIGHTING,,,The Korean War; COMMUNISTS LIFT THEIR PRESSURE IN KOREA FIGHTING,,,,,[],
ed on effect of stepped-up air bombings on truce,https://www.nytimes.com/1952/08/16/archives/the-korean-bombings.html,ed on effect of stepped-up air bombings on truce,,,14,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'TRUCE', 'rank': 4, 'major': 'N'}]",1952-08-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/a9e50c61-1a70-5cfa-a910-3a4ee34ad74e,0,nyt://article/a9e50c61-1a70-5cfa-a910-3a4ee34ad74e,THE KOREAN BOMBINGS,,,THE KOREAN BOMBINGS,,,,,[],
"In Panmunjom one evening last week, an impeccably dressed U. S. diplomat picked his way through mad puddles toward a straw-thatched hut. Inside the hut were North Korean and Chinese diplomats in mufti. Surveying the scene was an incongruous assemblage -- bearded Indian Sikhs; Swedish, Swiss, Polish and Czech officers in dress uniform; Americans and South Koreans in fatigues; newspaper men from China, Korea and the West.  ",https://www.nytimes.com/1953/11/01/archives/korea-tensions.html,,,REVIEW,1,The New York Times,[],[],1953-11-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/64c3bb16-3a98-589e-8212-3ebc75fa64a4,0,nyt://article/64c3bb16-3a98-589e-8212-3ebc75fa64a4,Korea Tensions,1,,Korea Tensions,,,,,[],
,https://www.nytimes.com/1953/02/26/archives/north-korean.html,,,,2,The New York Times,[],[],1953-02-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/6dbe274a-fe1d-5cf5-9c99-9e7ad7a45699,0,nyt://article/6dbe274a-fe1d-5cf5-9c99-9e7ad7a45699,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/02/10/archives/north-korean.html,,,,2,The New York Times,[],[],1952-02-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/b298fcb2-1c66-5b7d-a0fe-13ba3a16e299,0,nyt://article/b298fcb2-1c66-5b7d-a0fe-13ba3a16e299,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/09/06/archives/north-korean.html,,,,2,The New York Times,[],[],1952-09-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/9554eee9-d062-5fe0-8f37-90417847bf4f,0,nyt://article/9554eee9-d062-5fe0-8f37-90417847bf4f,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/02/02/archives/north-korean.html,,,,2,The New York Times,[],[],1952-02-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/d5e6e89e-2561-50b6-9f7f-6cf0cc0f1f45,0,nyt://article/d5e6e89e-2561-50b6-9f7f-6cf0cc0f1f45,North Korean,1,,North Korean,,,,,[],
"Prime Minister Attlee declared yesterday that there will be no ""appeasement"" of Communist China and that, in fair or foul weather, where the Stars and Stripes fly in Korea the British flag will fly beside them.",https://www.nytimes.com/1950/12/07/archives/washington-and-korea.html,,,,32,The New York Times,[],"[{'name': 'persons', 'value': 'ATTLEE, CLEMENT RICHARD', 'rank': 1, 'major': 'N'}]",1950-12-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/e8d7d220-0686-5911-9433-1a91ccf84bb1,0,nyt://article/e8d7d220-0686-5911-9433-1a91ccf84bb1,WASHINGTON AND KOREA,,,WASHINGTON AND KOREA,,,,,[],
,https://www.nytimes.com/1952/09/23/archives/north-korean.html,,,,2,The New York Times,[],[],1952-09-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/8ad8779f-ec79-5609-a501-ed10e65f9252,0,nyt://article/8ad8779f-ec79-5609-a501-ed10e65f9252,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/06/19/archives/north-korean.html,,,,2,The New York Times,[],[],1953-06-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/0dac5740-3127-504d-b4ae-9b6423a4cf92,0,nyt://article/0dac5740-3127-504d-b4ae-9b6423a4cf92,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/06/17/archives/north-korean.html,,,,2,The New York Times,[],[],1953-06-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/f7b041c0-5df0-5be4-8d33-c2bcbef8a8de,0,nyt://article/f7b041c0-5df0-5be4-8d33-c2bcbef8a8de,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/07/09/archives/north-korean.html,,,,2,The New York Times,[],[],1952-07-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/665e1484-8ff0-5b3b-a6f3-61acff03dd1f,0,nyt://article/665e1484-8ff0-5b3b-a6f3-61acff03dd1f,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/12/31/archives/north-korean.html,,,,2,The New York Times,[],[],1952-12-31T05:00:00+0000,article,None,Archives,Archives,nyt://article/09c8f5f1-4f88-5f26-8e53-5357d48ab4c5,0,nyt://article/09c8f5f1-4f88-5f26-8e53-5357d48ab4c5,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/01/28/archives/north-korean.html,,,,2,The New York Times,[],[],1953-01-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/055be614-2937-5f65-b798-ac580eceeaf0,0,nyt://article/055be614-2937-5f65-b798-ac580eceeaf0,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/04/17/archives/north-korean.html,,,,2,The New York Times,[],[],1953-04-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/349439ef-a396-5fe5-9a46-f7018fb13fa7,0,nyt://article/349439ef-a396-5fe5-9a46-f7018fb13fa7,North Korean,1,,North Korean,,,,,[],
NY area lists,https://www.nytimes.com/1953/06/08/archives/casualties-in-korea.html,NY area lists,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'CASUALTIES', 'rank': 3, 'major': 'N'}]",1953-06-08T05:00:00+0000,article,None,Archives,Archives,nyt://article/4c16ccc4-5496-5041-99d0-dd2e0fc2e23a,0,nyt://article/4c16ccc4-5496-5041-99d0-dd2e0fc2e23a,Casualties in Korea,,,Casualties in Korea,,,,,[],
,https://www.nytimes.com/1952/11/29/archives/north-korean.html,,,,2,The New York Times,[],[],1952-11-29T05:00:00+0000,article,None,Archives,Archives,nyt://article/716661b3-687a-5392-9c34-1e59ca09a09d,0,nyt://article/716661b3-687a-5392-9c34-1e59ca09a09d,North Korean,1,,North Korean,,,,,[],
ed urging Assembly to complete tasks begun by Security Council,https://www.nytimes.com/1950/09/18/archives/korea-and-the-assembly.html,ed urging Assembly to complete tasks begun by Security Council,,,22,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'ASSEMBLY', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': '1ST S 18 PAR', 'rank': 5, 'major': 'N'}]",1950-09-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/e3d8d3a6-3e96-5d7e-bca9-989e4c90d22c,0,nyt://article/e3d8d3a6-3e96-5d7e-bca9-989e4c90d22c,KOREA AND THE ASSEMBLY,,,KOREA AND THE ASSEMBLY,,,,,[],
,https://www.nytimes.com/1953/02/19/archives/north-korean.html,,,,2,The New York Times,[],[],1953-02-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/166534e5-9bb5-5018-912a-b94e59951121,0,nyt://article/166534e5-9bb5-5018-912a-b94e59951121,North Korean,1,,North Korean,,,,,[],
"With the warm endorsement of General Eisenhower, who becomes President today, the World Student Service Fund has announced plans for enlarging the field of its appeal on behalf of Korean universities and colleges. There are several reasons why this cause arouses more than usual sympathy.",https://www.nytimes.com/1953/01/20/archives/for-korean-universities.html,,,,24,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Colleges and Universities', 'rank': 2, 'major': 'N'}]",1953-01-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/5939c51c-6e5f-5165-96d0-a217b11dfa28,0,nyt://article/5939c51c-6e5f-5165-96d0-a217b11dfa28,FOR KOREAN UNIVERSITIES,,,FOR KOREAN UNIVERSITIES,,,,,[],
,https://www.nytimes.com/1953/01/21/archives/north-korean.html,,,,2,The New York Times,[],[],1953-01-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/39cc55e7-9e1f-527e-8c8a-29189b77d66d,0,nyt://article/39cc55e7-9e1f-527e-8c8a-29189b77d66d,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/08/26/archives/north-korean.html,,,,2,The New York Times,[],[],1952-08-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/3c8a22f9-4de9-5b9a-a82b-9bb0b7ec5067,0,nyt://article/3c8a22f9-4de9-5b9a-a82b-9bb0b7ec5067,North Korean,1,,North Korean,,,,,[],
NY area lists,https://www.nytimes.com/1953/05/27/archives/casualties-in-korea.html,NY area lists,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'CASUALTIES', 'rank': 3, 'major': 'N'}]",1953-05-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/e2e6b334-104a-5acf-8866-50244dd4db2f,0,nyt://article/e2e6b334-104a-5acf-8866-50244dd4db2f,Casualties in Korea,,,Casualties in Korea,,,,,[],
,https://www.nytimes.com/1952/10/07/archives/north-korean.html,,,,2,The New York Times,[],[],1952-10-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/90093c1e-f263-56d3-a1fd-0ea865f08f9d,0,nyt://article/90093c1e-f263-56d3-a1fd-0ea865f08f9d,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/06/10/archives/north-korean.html,,,,2,The New York Times,[],[],1953-06-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/3fcee2e5-0f35-54e8-b6c0-db0508105795,0,nyt://article/3fcee2e5-0f35-54e8-b6c0-db0508105795,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/02/18/archives/north-korean.html,,,,2,The New York Times,[],[],1953-02-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/118c326d-66b9-5468-a6f4-88eecba81379,0,nyt://article/118c326d-66b9-5468-a6f4-88eecba81379,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/02/13/archives/north-korean.html,,,,2,The New York Times,[],[],1953-02-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/45a57fd9-6265-53d7-ae90-1506b8c1bcbb,0,nyt://article/45a57fd9-6265-53d7-ae90-1506b8c1bcbb,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/08/09/archives/north-korean.html,,,,2,The New York Times,[],[],1952-08-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/b7b35b62-726f-5ddf-968b-1a2ed9a0db0b,0,nyt://article/b7b35b62-726f-5ddf-968b-1a2ed9a0db0b,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/06/27/archives/north-korean.html,,,,2,The New York Times,[],[],1953-06-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/8dc6461e-6f34-57d7-8abe-c19efd1a283a,0,nyt://article/8dc6461e-6f34-57d7-8abe-c19efd1a283a,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/06/04/archives/north-korean.html,,,,2,The New York Times,[],[],1953-06-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/d32ce7ba-0ae9-5c22-b386-d3edcc799053,0,nyt://article/d32ce7ba-0ae9-5c22-b386-d3edcc799053,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/11/27/archives/north-korean.html,,,,2,The New York Times,[],[],1952-11-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/150c963b-1fc1-57ff-b3b5-3481c8aa63fb,0,nyt://article/150c963b-1fc1-57ff-b3b5-3481c8aa63fb,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/09/14/archives/north-korean.html,,,,2,The New York Times,[],[],1952-09-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/625a4b41-e56b-5dc4-a620-90414aecee8c,0,nyt://article/625a4b41-e56b-5dc4-a620-90414aecee8c,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/09/14/archives/north-korean.html,,,,2,The New York Times,[],[],1952-09-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/625a4b41-e56b-5dc4-a620-90414aecee8c,0,nyt://article/625a4b41-e56b-5dc4-a620-90414aecee8c,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/08/24/archives/north-korea.html,,,,2,The New York Times,[],[],1952-08-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/b61efc14-4521-5786-af21-b897659c7f21,0,nyt://article/b61efc14-4521-5786-af21-b897659c7f21,North Korea,1,,North Korea,,,,,[],
,https://www.nytimes.com/1952/03/07/archives/north-korean.html,,,,2,The New York Times,[],[],1952-03-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/640844ed-9732-5c64-b8aa-db27f8e4d70e,0,nyt://article/640844ed-9732-5c64-b8aa-db27f8e4d70e,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/07/04/archives/north-korean.html,,,,2,The New York Times,[],[],1953-07-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/b2b04449-b93b-5944-aa44-6965cab61c56,0,nyt://article/b2b04449-b93b-5944-aa44-6965cab61c56,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/01/01/archives/north-korean.html,,,,2,The New York Times,[],[],1953-01-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/84a2fc87-c070-524d-8cd1-83752e70f947,0,nyt://article/84a2fc87-c070-524d-8cd1-83752e70f947,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1952/02/29/archives/north-korean.html,,,,2,The New York Times,[],[],1952-02-29T05:00:00+0000,article,None,Archives,Archives,nyt://article/ab94a60f-e9de-580b-8b6d-c140d6136dfc,0,nyt://article/ab94a60f-e9de-580b-8b6d-c140d6136dfc,North Korean,1,,North Korean,,,,,[],
,https://www.nytimes.com/1953/03/31/archives/north-korean.html,,,,2,The New York Times,[],[],1953-03-31T05:00:00+0000,article,None,Archives,Archives,nyt://article/70ff0972-0f0a-5776-9bb6-2c81d7fb888a,0,nyt://article/70ff0972-0f0a-5776-9bb6-2c81d7fb888a,North Korean,1,,North Korean,,,,,[],
